seq,date,year,status,signature,has_rodo_violation,resolution,violation,violated_requirement,fine,rodo_articles,file
349,2021-09-10,2021,PRAWOMOCNA,DKE.523.22.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,,by-year/2021/2021-09-10__PRAWOMOCNA__DKE.523.22.2021.txt
350,2021-09-13,2021,PRAWOMOCNA,DKE.523.23.2021,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1lit.c;art.6ust.1lit.f;art.57ust.1;art.6ust.1;art.6,by-year/2021/2021-09-13__PRAWOMOCNA__DKE.523.23.2021.txt
351,2023-03-01,2023,PRAWOMOCNA,DKE.523.24.2021,0,II. umarza w całości postępowanie w sprawie jako bezprzedmiotowe,brak stwierdzenia naruszenia,,,,by-year/2023/2023-03-01__PRAWOMOCNA__DKE.523.24.2021.txt
352,2021-12-03,2021,PRAWOMOCNA,DKE.523.25.2021,0,utrzymuje w mocy zaskarżoną decyzję.,brak stwierdzenia naruszenia,,,art.57ust.1;art.6ust.1lit.c,by-year/2021/2021-12-03__PRAWOMOCNA__DKE.523.25.2021.txt
353,2021-09-24,2021,PRAWOMOCNA,DKE.523.26.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,,by-year/2021/2021-09-24__PRAWOMOCNA__DKE.523.26.2021.txt
354,2021-07-01,2021,PRAWOMOCNA,DKE.523.29.2021,0,2. w pozostałym zakresie umarza postępowanie.,brak stwierdzenia naruszenia,,,art.4,by-year/2021/2021-07-01__PRAWOMOCNA__DKE.523.29.2021.txt
355,2021-03-05,2021,PRAWOMOCNA,DKE.523.3.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,,by-year/2021/2021-03-05__PRAWOMOCNA__DKE.523.3.2021.txt
356,2021-07-23,2021,PRAWOMOCNA,DKE.523.30.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,,by-year/2021/2021-07-23__PRAWOMOCNA__DKE.523.30.2021.txt
357,2021-11-26,2021,PRAWOMOCNA,DKE.523.32.2021,0,odmawia uwzględnienia wniosku,brak stwierdzenia naruszenia,,,art.57ust.1;art.1ust1;art.6ust.1;art.4pkt2,by-year/2021/2021-11-26__PRAWOMOCNA__DKE.523.32.2021.txt
358,2021-09-17,2021,PRAWOMOCNA,DKE.523.33.2021,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1lit.b;art.6ust.1lit.c;art.6ust.1lit.f;art.6ust.1;art.21ust.2;art.21ust.3,by-year/2021/2021-09-17__PRAWOMOCNA__DKE.523.33.2021.txt
359,2023-03-23,2023,PRAWOMOCNA,DKE.523.34.2021,0,umarza postępowanie,brak stwierdzenia naruszenia,,,,by-year/2023/2023-03-23__PRAWOMOCNA__DKE.523.34.2021.txt
360,2022-09-16,2022,PRAWOMOCNA,DKE.523.36.2021,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.f;art.17ust.1;art.21ust.1;art.17ust.1lit.c;art.6;art.17,by-year/2022/2022-09-16__PRAWOMOCNA__DKE.523.36.2021.txt
361,2022-04-22,2022,PRAWOMOCNA,DKE.523.37.2021,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.2ust.2lit.a;art.3ust.2lit.a;art.6ust.1;art.6ust.1lit.f;art.17ust.1;art.21ust.1;art.17ust.1lit.c;art.3ust.2;art.6,by-year/2022/2022-04-22__PRAWOMOCNA__DKE.523.37.2021.txt
362,2021-09-15,2021,PRAWOMOCNA,DKE.523.38.2021,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.57ust.1;art.6ust.1;art.6ust.1lit.c,by-year/2021/2021-09-15__PRAWOMOCNA__DKE.523.38.2021.txt
363,2021-07-26,2021,PRAWOMOCNA,DKE.523.39.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,art.57ust.1,by-year/2021/2021-07-26__PRAWOMOCNA__DKE.523.39.2021.txt
364,2021-10-04,2021,PRAWOMOCNA,DKE.523.4.2021,0,umarza postępowanie,brak stwierdzenia naruszenia,,,art.6ust.1lit.f;art.57ust.1,by-year/2021/2021-10-04__PRAWOMOCNA__DKE.523.4.2021.txt
365,2022-12-15,2022,PRAWOMOCNA,DKE.523.41.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,art.57ust.1;art.6ust.1;art.9ust.2,by-year/2022/2022-12-15__PRAWOMOCNA__DKE.523.41.2021.txt
366,2021-05-28,2021,PRAWOMOCNA,DKE.523.5.2021,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1lit.c;art.6ust.1lit.f;art.57ust.1,by-year/2021/2021-05-28__PRAWOMOCNA__DKE.523.5.2021.txt
367,2021-03-05,2021,PRAWOMOCNA,DKE.523.6.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,,by-year/2021/2021-03-05__PRAWOMOCNA__DKE.523.6.2021.txt
368,2021-04-09,2021,PRAWOMOCNA,DKE.523.7.2021,0,odmawia uwzględnienia wniosku,brak stwierdzenia naruszenia,,,art.57ust.1;art.1ust1;art.6ust.1;art.4pkt2;art.6ust.1litf;art.58,by-year/2021/2021-04-09__PRAWOMOCNA__DKE.523.7.2021.txt
369,2021-04-09,2021,PRAWOMOCNA,DKE.523.8.2021,0,umarza postępowanie,brak stwierdzenia naruszenia,,,art.57ust.1,by-year/2021/2021-04-09__PRAWOMOCNA__DKE.523.8.2021.txt
370,2021-04-14,2021,PRAWOMOCNA,DKE.523.9.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,art.57ust.1,by-year/2021/2021-04-14__PRAWOMOCNA__DKE.523.9.2021.txt
371,2021-12-31,2021,PRAWOMOCNA,DKE.561.1.2021,1,nakłada na S. Spółka z o.o. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez S,warunki zgody (art. 7 RODO),,art.58ust.1lit.e;art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.58ust.1lite;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2021/2021-12-31__PRAWOMOCNA__DKE.561.1.2021.txt
372,2022-01-13,2022,PRAWOMOCNA,DKE.561.10.2021,1,"udziela upomnienia Pani B. Ż., prowadzącej działalność gospodarczą pod firmą „J” we W.",przy ul,prawo dostępu do danych (art. 15 RODO),,art.15ust.3;art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.58ust.1;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-01-13__PRAWOMOCNA__DKE.561.10.2021.txt
373,2022-02-04,2022,PRAWOMOCNA,DKE.561.11.2021,1,udziela upomnienia P. Sp. z o.o. z siedzibą w K. przy ul. (…) za naruszenie przepisów art.,udziela upomnienia P,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.58ust.1;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-02-04__PRAWOMOCNA__DKE.561.11.2021.txt
374,2021-09-07,2021,PRAWOMOCNA,DKE.561.12.2021,1,udziela upomnienia Panu M. B. prowadzącemu działalność gospodarczą pod firmą (…) za,,warunki zgody (art. 7 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,by-year/2021/2021-09-07__PRAWOMOCNA__DKE.561.12.2021.txt
375,2021-12-22,2021,PRAWOMOCNA,DKE.561.13.2021,1,nakłada na wyżej wymienioną administracyjną karę pieniężną w kwocie 4.548 PLN,stwierdzając naruszenie przez Panią J,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.58ust.1lit.a;art.33;art.34;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lit.e;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2021/2021-12-22__PRAWOMOCNA__DKE.561.13.2021.txt
376,2022-01-19,2022,PRAWOMOCNA,DKE.561.14.2021,1,"udziela upomnienia T. Sp. z o.o. z siedzibą w W. przy ul. (…), za naruszenie przepisów",udziela upomnienia T,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.58ust.1;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-01-19__PRAWOMOCNA__DKE.561.14.2021.txt
377,2022-10-05,2022,PRAWOMOCNA,DKE.561.15.2021,1,nakłada na D. sp. z o.o. sp. k. z siedzibą w P. przy ul. (…) administracyjną karę pieniężną,,zasady przetwarzania danych (art. 5 RODO),,art.5ust.2;art.83ust.6;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.f;art.83ust.2lit.b;art.83;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.g;art.83ust.2lit.h;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.1;art.83ust.4lita;art.83ust.5lit.e,by-year/2022/2022-10-05__PRAWOMOCNA__DKE.561.15.2021.txt
378,2021-12-01,2021,PRAWOMOCNA,DKE.561.16.2021,1,nakłada na P. Sp. z o.o. z siedzibą we W. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez P,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.e;art.58ust.1lit.a;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2021/2021-12-01__PRAWOMOCNA__DKE.561.16.2021.txt
379,2021-08-31,2021,PRAWOMOCNA,DKE.561.17.2021,1,"udziela upomnienia Miejskiemu Ośrodkowi Edukacji (…) z siedzibą w B. przy ul. (…), za",,prawo dostępu do danych (art. 15 RODO),,art.15;art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.58ust.2lit.b;art.83ust.2,by-year/2021/2021-08-31__PRAWOMOCNA__DKE.561.17.2021.txt
380,2022-03-23,2022,PRAWOMOCNA,DKE.561.18.2021,1,"nakłada na Pana P. K. zam. (…), Z. administracyjną karę pieniężną w kwocie 2.285 PLN",stwierdzając naruszenie przez Pana P,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.e;art.58ust.1lit.a;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2022/2022-03-23__PRAWOMOCNA__DKE.561.18.2021.txt
381,2021-12-23,2021,PRAWOMOCNA,DKE.561.19.2021,1,nakłada na wyżej wymienioną administracyjną karę pieniężną w kwocie 4.548 PLN,stwierdzając naruszenie przez Panią K,warunki zgody (art. 7 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2021/2021-12-23__PRAWOMOCNA__DKE.561.19.2021.txt
382,2021-03-26,2021,PRAWOMOCNA,DKE.561.2.2021,0,udziela A. Z. upomnienia za nieprzestrzeganie oraz uchylanie się od wykonania w okre-,brak stwierdzenia naruszenia,,,art.6ust1;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.6;art.58ust.2lit.b;art.58ust.2lit.g;art.83ust.2,by-year/2021/2021-03-26__PRAWOMOCNA__DKE.561.2.2021.txt
383,2022-12-16,2022,PRAWOMOCNA,DKE.561.20.2021,1,"udziela upomnienia Pani D. S., prowadzącej działalność gospodarczą pod firmą: I., ul. (…)",P,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33;art.34;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lit.e;art.58ust.2lit.b;art.58ust.1lit.a;art.83ust.2,by-year/2022/2022-12-16__PRAWOMOCNA__DKE.561.20.2021.txt
384,2021-09-02,2021,PRAWOMOCNA,DKE.561.21.2021,1,"udziela upomnienia Szpitalowi Wojewódzkiemu w P. z siedzibą w P. przy ul. (…), za naru-",,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.58ust.2lit.b;art.83ust.2,by-year/2021/2021-09-02__PRAWOMOCNA__DKE.561.21.2021.txt
385,2021-09-06,2021,PRAWOMOCNA,DKE.561.22.2021,1,udziela upomnienia D. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a),udziela upomnienia D,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,by-year/2021/2021-09-06__PRAWOMOCNA__DKE.561.22.2021.txt
386,2022-08-18,2022,PRAWOMOCNA,DKE.561.23.2021,1,nakłada na niego administracyjną karę pieniężną w kwocie 4.569 PLN (słownie: cztery,stwierdzając naruszenie przez Pana G,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.58ust.1lit.e;art.83ust.4;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k,by-year/2022/2022-08-18__PRAWOMOCNA__DKE.561.23.2021.txt
387,2022-01-20,2022,PRAWOMOCNA,DKE.561.24.2021,1,udziela upomnienia K. S.A. z siedzibą we W. przy ul. (…) za naruszenie przepisów art. 31,udziela upomnienia K,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.58ust.1;art.31;art.83ust.4lit.a;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-01-20__PRAWOMOCNA__DKE.561.24.2021.txt
388,2022-08-30,2022,PRAWOMOCNA,DKE.561.25.2021,1,nakłada na T. Spółkę z ograniczoną odpowiedzialnością z siedzibą w W. administracyjną,stwierdzając naruszenie przez T,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.33ust.5;art.58ust.1;art.83ust.2;art.83ust.1;art.83;art.33ust.1;art.58ust.1lit.e;art.34ust.1;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.4,by-year/2022/2022-08-30__PRAWOMOCNA__DKE.561.25.2021.txt
389,2022-12-02,2022,PRAWOMOCNA,DKE.561.26.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,art.83ust.5;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.83ust.5lit.e,by-year/2022/2022-12-02__PRAWOMOCNA__DKE.561.26.2021.txt
390,2021-04-15,2021,PRAWOMOCNA,DKE.561.3.2021,1,udziela upomnienia N. sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a),udziela upomnienia N,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,by-year/2021/2021-04-15__PRAWOMOCNA__DKE.561.3.2021.txt
391,2022-01-26,2022,PRAWOMOCNA,DKE.561.4.2021,1,"udziela upomnienia W. sp. z o.o. z siedzibą w W. przy ul. (…), za naruszenie przepisów",udziela upomnienia W,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.58ust.1;art.83ust.5lit.e;art.31;art.83ust.4lit.a;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-01-26__PRAWOMOCNA__DKE.561.4.2021.txt
392,2021-07-01,2021,PRAWOMOCNA,DKE.561.8.2021,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,art.57ust.1lit.a;art.51;art.58ust.1,by-year/2021/2021-07-01__PRAWOMOCNA__DKE.561.8.2021.txt
393,2021-10-07,2021,PRAWOMOCNA,DKE.561.9.2021,1,udziela upomnienia Stowarzyszeniu (…) z siedzibą we W. przy ul. (…) za naruszenie,udziela upomnienia Stowarzyszeniu (…) z siedzibą we W,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lite;art.31;art.58ust.2lit.b;art.83ust.2,by-year/2021/2021-10-07__PRAWOMOCNA__DKE.561.9.2021.txt
394,2022-06-06,2022,PRAWOMOCNA,DKN.5110.12.2021,1,umarza postępowanie w pozostałym zakresie.,1,zgłoszenie naruszenia do UODO (art. 33 RODO),15994 zl,art.33ust.1;art.34ust.1;art.4pkt12;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.h;art.83ust.2lit.e;art.83ust.2lit.c;art.83ust.2lit.d;art.9ust.1;art.83ust.2lit.i;art.40;art.83ust.2lit.j;art.83ust.2lit.k,by-year/2022/2022-06-06__PRAWOMOCNA__DKN.5110.12.2021.txt
395,2024-05-20,2024,NIEPRAWOMOCNA,DKN.5112.35.2021,1,"Nakłada na A. Spółka Akcyjna z siedzibą w U., ul. (…), za naruszenie przepisów art.",stwierdzając naruszenie przez A,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.33ust.1;art.58ust.1lit.b;art.32;art.24;art.32ust.1lit.d;art.24ust.1;art.5ust.1lit.f;Art.5ust.2;art.32ust.2;art.9ust.1;art.24ust.2;art.5ust.1;art.58ust.2lit.d;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.3;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.e;art.5ust.1lit.a;art.6ust.1;art.83ust.2lit.f;art.83ust.2lit.g;art.87;art.9;art.83ust.2lit.c;art.83ust.2;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.58ust2;art.58ust.2lit.b;art.83ust.4;art.83ust.1,by-year/2024/2024-05-20__NIEPRAWOMOCNA__DKN.5112.35.2021.txt
396,2022-11-30,2022,NIEPRAWOMOCNA,DKN.5112.5.2021,1,"nakłada na N. B. oraz T. M., wspólników spółki cywilnej Kancelaria (…) s.c., oraz na",stwierdzając naruszenie przez N,podstawa prawna przetwarzania (art. 6 RODO),,art.6ust.1;art.5ust.1lit.a;art.9ust.2;art.9ust.2lit.a;art.58ust.1lit.b;art.58ust.1lit.a;art.9ust.1;art.5;art.5ust.1;art.6ust.1lit.b;art.6ust.1lit.d;art.6ust.1lit.c;art.6ust.1lit.e;art.6ust.1lit.f;art.9;art.9ust.2lit.b;art.9ust.2lit.c;art.9ust.2lit.d;art.9ust.2lit.e;art.9ust.2lit.f;art.9ust.2lit.h;art.9ust.2lit.i;art.9ust.2lit.j;art.5ust.2;art.9ust.1lit.a;art.6ust.1lit.a;art.7ust.1;art.4pkt11;art.58ust.2;art.58ust.2lit.i;art.83;art.83ust.2;art.83ust.5;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.h;art.83ust.2lit.c;art.25;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.3;art.83ust.5lit.a;art.83ust.1,by-year/2022/2022-11-30__NIEPRAWOMOCNA__DKN.5112.5.2021.txt
397,2024-10-09,2024,NIEPRAWOMOCNA,DKN.5131.1.2021,1,"nakłada na Pana EF i Pana GH, wspólników Y s.c., Al. (…) oraz na Panią CD, byłe-","stwierdzając naruszenie przez Pana AB, prowadzącego działalność gospodarczą pod firmą X, ul",bezpieczeństwo przetwarzania (art. 32 RODO),,art.32ust.1;art.5ust.2;art.28ust.1;art.33ust.3lit.c;art.34ust.4;art.58ust.1lit.a;art.33ust.3lit.d;art.32;art.25ust.1;art.5ust.1lit.f;art.32ust.2;art.24ust.1;art.32ust.1lit.d;art.24;art.25;art.28ust.3lit.h;art.32ust.1lit.c;art.32ust.1lit.b;art.58ust.2lit.d;art.28ust.3lit.a;art.28ust.3lit.f;art.28ust.3;art.4pkt7;art.34ust.2;art.34ust.1;art.33ust.3lit.b;art.34ust.3;art.5ust.1lit.a;art.34;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.f;art.83ust.2lit.g;art.9ust.1;art.87;art.9;art.83ust.2lit.k;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.33;art.83ust.2lit.i;art.58ust.2;art.83ust.2lit.j;art.58ust.2lit.b;art.83ust.5;art.83ust.4;art.83ust.1;art.83,by-year/2024/2024-10-09__NIEPRAWOMOCNA__DKN.5131.1.2021.txt
398,2022-05-25,2022,PRAWOMOCNA,DKN.5131.14.2021,1,"stwierdzając naruszenie przez Panią W. S., prowadzącą działalność gospodarczą pod fir-",stwierdzając naruszenie przez Panią W,zasady przetwarzania danych (art. 5 RODO),,art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.25ust.1;art.32ust.1;art.32ust.2;art.24ust.1;art.32ust.1lit.d;art.32ust.1lit.b;art.5ust.1;art.58ust.2lit.d;art.33ust.1;art.33ust.3;art.34;art.58ust.2lit.b;art.83ust.4;art.83ust.5;art.83ust.2,by-year/2022/2022-05-25__PRAWOMOCNA__DKN.5131.14.2021.txt
399,2021-10-14,2021,NIEPRAWOMOCNA,DKN.5131.16.2021,1,nakazuje Bankowi Z. S.A. (…) zawiadomienie - w terminie 3 dni od dnia doręczenia,1) stwierdzając naruszenie przez Bank Z,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.33;art.33ust.3lit.c;art.33ust.3lit.b;art.87;art.4pkt12;art.34ust.3lit.a;art.68;art.33ust.3;art.34ust.3;art.17;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.h;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.1;art.83ust.4,by-year/2021/2021-10-14__NIEPRAWOMOCNA__DKN.5131.16.2021.txt
400,2021-07-13,2021,PRAWOMOCNA,DKN.5131.22.2021,1,"nakłada na Prezesa Sądu Rejonowego w M. za naruszenie art. 5 ust. 1 lit. f), art. 25 ust.",stwierdzając naruszenie przez Prezesa Sądu Rejonowego w M,zasady przetwarzania danych (art. 5 RODO),,art.32ust.2;art.32ust.1lit.d;Art.5;art.5ust.1lit.f;art.24ust.1;art.5ust.1;art.25ust.1;art.32ust.1;art.9;art.10;art.32ust.1lit.b;art.32;art.5ust.2;art.58ust.2lit.i;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.25;art.83ust.2lit.d;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.e;art.33ust.1;art.58ust.2;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.1,by-year/2021/2021-07-13__PRAWOMOCNA__DKN.5131.22.2021.txt
401,2021-06-21,2021,NIEPRAWOMOCNA,DKN.5131.3.2021,1,"nakazuje (…) Towarzystwu Ubezpieczeń D. S.A. (…) zawiadomienie osoby, której",1) stwierdzając naruszenie przez (…) Towarzystwo Ubezpieczeń D,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.15;art.5ust.1lit.c;art.32;art.4pkt12;art.33ust.3lit.b;art.34ust.3lit.a;art.68;art.33ust.3;art.33;art.5ust.1lita;art.17;art.33ust.4;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.h;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.1,by-year/2021/2021-06-21__NIEPRAWOMOCNA__DKN.5131.3.2021.txt
402,2023-02-07,2023,PRAWOMOCNA,DKN.5131.31.2021,1,"nakazuje zawiadomienie, w terminie 3 dni od dnia doręczenia niniejszej decyzji,",stwierdzając naruszenie przez Wspólnotę Mieszkaniową „(…)” w S,zasady przetwarzania danych (art. 5 RODO),,art.28ust.1;art.33ust.1;art.34ust.1;art.33ust.3lit.b;art.34ust.2;art.58ust.1lit.a;art.33ust.2;art.12;art.28;art.57ust.1lit.a;art.4pkt7;art.4pkt12;art.33ust.3;art.34ust.3;art.87;art.34;art.12ust.1;art.4ust.7;art.28ust.3;art.5ust.1lit.a;art.28ust.9;art.5ust.2;art.83ust.5lit.a;art.83ust.4lit.a;Art.83ust.3;art.83;art.83ust.2lit.a;art.1ust.2;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.f;art.9;art.83ust.2lit.e;art.83ust.2;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.58ust.2lit.b;art.83ust.1;art.58ust.2lit.e,by-year/2023/2023-02-07__PRAWOMOCNA__DKN.5131.31.2021.txt
403,2022-01-19,2022,NIEPRAWOMOCNA,DKN.5131.33.2021,1,nakłada na U. (…) S.A. z siedzibą w Z. administracyjną karę pieniężną w wyso-,1,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.1;art.34ust.2;art.12;art.4pkt12;art.33ust.3lit.b;art.34;art.34ust.3lit.a;art.68;art.17;art.33ust.1;art.5ust.1lit.a;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.6ust.1;art.12ust.3;art.5ust.1lit.f;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.1;art.83ust.4,by-year/2022/2022-01-19__NIEPRAWOMOCNA__DKN.5131.33.2021.txt
